,animal,session,trial,onset,first_lick_in,last_lick_out,water_valve_on,outcome,licks,running_speed,time_0,sound_num,reward,go_nogo,licks_out,quality,water_valve_amt
0,JUV011,211215,1,0.0,0.3063319999998839,1.8329929999999877,0.3084989999999834,0.3084989999999834,"[0.3063319999998839, 0.4184989999998834, 0.5508319999999003, 0.6166639999999006, 0.7083310000000438, 0.7939979999998741, 0.9454969999999321, 1.047162999999955, 1.1489959999998973, 1.2581619999998566, 1.3446619999999712, 1.4669949999999972, 1.582493999999997, 1.7031600000000253, 1.8188259999999445]","[array([[-2.837028  ,  0.        ],
       [-2.357028  ,  0.09837963],
       [-1.847028  ,  1.23638344],
       [-1.387028  ,  0.76086957],
       [-0.917028  ,  1.31205674],
       [-0.457028  ,  1.20772947],
       [ 0.012972  ,  1.74940898],
       [ 0.522972  ,  0.61546841],
       [ 1.062972  , -0.07716049],
       [ 1.162972  ,  0.02777778],
       [ 2.022972  ,  0.00645995],
       [ 2.602972  ,  0.61781609],
       [ 3.112972  ,  1.11111111],
       [ 3.572972  ,  1.24396135],
       [ 4.042972  ,  0.78605201],
       [ 4.502972  ,  0.16304348]])]",1663.447028,4,2,go,15,normal,2
1,JUV011,211215,2,4.703148000000056,4.868480999999974,8.264472999999953,4.870813999999882,4.870813999999882,"[4.868480999999974, 4.960980000000063, 5.069479999999885, 5.157146999999895, 5.247478999999885, 5.3438119999998435, 5.445312000000058, 5.554153999999926, 5.64047800000003, 5.75597700000003, 5.871977000000015, 5.994809999999916, 6.089475999999877, 6.2384759999999915, 6.367807999999968, 6.509141, 8.24346700000001]","[array([[ 2.02297200e+00,  6.45994832e-03],
       [ 2.60297200e+00,  6.17816092e-01],
       [ 3.11297200e+00,  1.11111111e+00],
       [ 3.57297200e+00,  1.24396135e+00],
       [ 4.04297200e+00,  7.86052009e-01],
       [ 4.50297200e+00,  1.63043478e-01],
       [ 5.02297200e+00,  5.12820513e-01],
       [ 5.55297200e+00,  1.57232704e-02],
       [ 5.66297200e+00, -7.57575758e-02],
       [ 6.26297200e+00, -3.70370370e-02],
       [ 6.84297200e+00, -5.26819923e-02],
       [ 7.36297200e+00,  5.07478632e-01],
       [ 7.86297200e+00,  1.83333333e-01],
       [ 8.37297200e+00,  1.14379085e-01],
       [ 8.89297200e+00,  3.63247863e-01],
       [ 9.40297200e+00,  1.85185185e-01],
       [ 9.93297200e+00,  5.39832285e-01]])]",1663.447028,2,2,go,17,normal,2
2,JUV011,211215,3,10.26579300000003,10.391292000000021,20.894416999999976,,10.391292000000021,"[10.391292000000021, 10.497292000000016, 19.529088999999885, 19.721421999999848, 19.849594000000025, 19.989419999999882, 20.03908699999988, 20.84458399999994]","[array([[ 7.36297200e+00,  5.07478632e-01],
       [ 7.86297200e+00,  1.83333333e-01],
       [ 8.37297200e+00,  1.14379085e-01],
       [ 8.89297200e+00,  3.63247863e-01],
       [ 9.40297200e+00,  1.85185185e-01],
       [ 9.93297200e+00,  5.39832285e-01],
       [ 1.04429720e+01,  1.63398693e-02],
       [ 1.09729720e+01,  1.25786164e-01],
       [ 1.15329720e+01,  5.50595238e-01],
       [ 1.20529720e+01,  9.13461538e-01],
       [ 1.25629720e+01,  7.02614379e-01],
       [ 1.30729720e+01,  1.79738562e-01],
       [ 1.35929720e+01,  2.08333333e-01],
       [ 1.41129720e+01,  5.07478632e-01],
       [ 1.46229720e+01,  9.74945534e-01],
       [ 1.51429720e+01,  7.15811966e-01],
       [ 1.56829720e+01,  6.01851852e-01],
       [ 1.62129720e+01,  5.24109015e-01],
       [ 1.67229720e+01,  6.26361656e-01],
       [ 1.72429720e+01,  5.02136752e-01],
       [ 1.77529720e+01,  8.60566449e-01],
       [ 1.82729720e+01,  6.94444444e-02],
       [ 1.87829720e+01,  6.97167756e-01],
       [ 1.92929720e+01, -9.25925926e-02],
       [ 1.98029720e+01, -1.63398693e-02],
       [ 2.03329720e+01, -1.04821803e-02],
       [ 2.08529720e+01,  2.13675214e-02],
       [ 2.09629720e+01,  2.52525253e-01],
       [ 2.15529720e+01,  3.62523540e-01],
       [ 2.23129720e+01,  5.11695906e-01],
       [ 2.28429720e+01,  5.60796646e-01],
       [ 2.33829720e+01,  5.40123457e-01],
       [ 2.39029720e+01,  6.62393162e-01]])]",1663.447028,5,-1,nogo,8,normal,
3,JUV011,211215,4,24.34773599999994,,,,27.598056999999926,[],"[array([[21.552972  ,  0.36252354],
       [22.312972  ,  0.51169591],
       [22.842972  ,  0.56079665],
       [23.382972  ,  0.54012346],
       [23.902972  ,  0.66239316],
       [24.422972  ,  0.90811966],
       [24.942972  ,  0.69444444],
       [25.452972  ,  1.0620915 ],
       [25.962972  ,  1.09477124],
       [26.472972  ,  0.68627451],
       [26.982972  ,  1.05119826],
       [27.502972  ,  0.95619658],
       [28.012972  ,  0.708061  ],
       [28.142972  ,  0.12820513],
       [28.742972  ,  0.89814815],
       [29.342972  ,  1.25      ],
       [29.872972  ,  1.10587002],
       [30.372972  ,  1.29444444],
       [30.892972  ,  0.75854701]])]",1663.447028,8,0,nogo,0,normal,
4,JUV011,211215,5,31.285875000000033,31.47854099999995,32.97586799999999,31.48071600000003,31.48071600000003,"[31.47854099999995, 31.57071299999984, 31.672206999999844, 31.738540000000057, 31.823539999999866, 31.915538999999853, 32.02103899999997, 32.128872999999885, 32.237705000000005, 32.35253799999987, 32.454536999999846, 32.56320299999993, 32.67870300000004, 32.781203000000005, 32.911202]","[array([[28.742972  ,  0.89814815],
       [29.342972  ,  1.25      ],
       [29.872972  ,  1.10587002],
       [30.372972  ,  1.29444444],
       [30.892972  ,  0.75854701],
       [31.422972  ,  0.72851153],
       [31.932972  ,  0.16339869],
       [32.062972  , -0.12820513],
       [32.682972  , -0.04480287],
       [33.282972  ,  0.10185185],
       [33.812972  ,  1.24213836],
       [34.322972  ,  1.60130719],
       [34.842972  ,  0.9775641 ],
       [35.352972  ,  0.09259259],
       [35.892972  ,  0.69444444]])]",1663.447028,2,2,go,15,normal,2
5,JUV011,211215,6,36.14352199999985,36.32452199999989,36.4300209999999,,36.32452199999989,"[36.32452199999989, 36.42302100000006]","[array([[33.282972  ,  0.10185185],
       [33.812972  ,  1.24213836],
       [34.322972  ,  1.60130719],
       [34.842972  ,  0.9775641 ],
       [35.352972  ,  0.09259259],
       [35.892972  ,  0.69444444],
       [36.402972  ,  0.81154684],
       [36.912972  ,  0.39215686],
       [37.452972  ,  1.14197531],
       [37.972972  ,  1.34615385],
       [38.492972  ,  1.08974359],
       [39.002972  ,  0.36492375],
       [39.522972  ,  0.58760684],
       [40.032972  ,  0.70261438],
       [40.552972  ,  1.45299145],
       [41.062972  ,  1.3671024 ],
       [41.602972  ,  1.17283951],
       [42.112972  ,  1.23638344],
       [42.632972  ,  1.58653846],
       [43.152972  ,  1.43162393],
       [43.662972  ,  1.51960784],
       [44.182972  ,  1.85897436],
       [44.702972  ,  1.67200855],
       [45.242972  ,  1.39403292],
       [45.752972  ,  1.2745098 ],
       [46.262972  ,  1.39978214],
       [46.792972  ,  1.5932914 ],
       [46.902972  ,  1.36363636],
       [47.492972  ,  1.50659134],
       [48.092972  ,  1.62037037],
       [48.612972  ,  1.4957265 ],
       [49.142972  ,  1.57756813],
       [49.672972  ,  1.24213836]])]",1663.447028,5,-1,nogo,2,normal,
6,JUV011,211215,7,49.99647099999993,,,,52.99879199999987,[],"[array([[47.492972  ,  1.50659134],
       [48.092972  ,  1.62037037],
       [48.612972  ,  1.4957265 ],
       [49.142972  ,  1.57756813],
       [49.672972  ,  1.24213836],
       [50.212972  ,  1.19855967],
       [50.742972  ,  1.18448637],
       [51.272972  ,  1.46750524],
       [51.782972  ,  1.80283224],
       [52.292972  ,  1.53594771],
       [52.802972  ,  1.3671024 ],
       [53.332972  ,  1.42557652],
       [53.892972  ,  1.55257937],
       [54.412972  ,  1.42094017],
       [54.942972  ,  1.31551363],
       [55.482972  ,  1.28600823],
       [55.992972  ,  1.2037037 ],
       [56.512972  ,  1.28205128],
       [57.052972  ,  1.3117284 ],
       [57.562972  ,  1.51416122],
       [58.082972  ,  1.07371795],
       [58.602972  ,  1.28739316],
       [59.172972  ,  1.24269006],
       [59.682972  ,  1.24183007],
       [60.212972  ,  1.60901468],
       [60.752972  ,  1.23971193],
       [61.282972  ,  1.28930818],
       [61.792972  ,  1.51416122],
       [62.312972  ,  1.3034188 ],
       [62.822972  ,  1.05119826],
       [63.332972  ,  1.00217865],
       [63.442972  ,  1.13636364],
       [64.042972  ,  0.875     ],
       [64.642972  ,  1.69907407],
       [65.152972  ,  1.87363834],
       [65.682972  ,  1.53563941],
       [66.212972  ,  1.72955975]])]",1663.447028,14,-1,go,0,missed,
7,JUV011,211215,8,66.744733,,,,69.99505399999998,[],"[array([[64.042972  ,  0.875     ],
       [64.642972  ,  1.69907407],
       [65.152972  ,  1.87363834],
       [65.682972  ,  1.53563941],
       [66.212972  ,  1.72955975],
       [66.752972  ,  1.52263374],
       [67.292972  ,  1.19341564],
       [67.812972  ,  1.51709402],
       [68.312972  ,  1.51666667],
       [68.852972  ,  1.50720165],
       [69.392972  ,  1.33744856],
       [69.902972  ,  1.25272331],
       [70.432972  ,  1.42033543],
       [70.562972  ,  1.47435897],
       [71.162972  ,  1.44907407],
       [71.762972  ,  1.63425926],
       [72.292972  ,  1.5408805 ],
       [72.802972  ,  1.37799564],
       [73.312972  ,  0.75163399],
       [73.822972  ,  0.79520697],
       [74.352972  ,  0.7966457 ]])]",1663.447028,8,0,nogo,0,normal,
8,JUV011,211215,9,74.39820299999997,74.61836900000003,75.88669699999991,74.62070199999994,74.62070199999994,"[74.61836900000003, 74.7282009999999, 74.82436800000005, 74.901701, 75.00769999999989, 75.0920329999999, 75.20720000000006, 75.30919900000004, 75.41769899999986, 75.53303099999994, 75.62753099999986, 75.74969699999997, 75.85802999999987]","[array([[71.762972  ,  1.63425926],
       [72.292972  ,  1.5408805 ],
       [72.802972  ,  1.37799564],
       [73.312972  ,  0.75163399],
       [73.822972  ,  0.79520697],
       [74.352972  ,  0.7966457 ],
       [74.862972  ,  0.56100218],
       [75.402972  ,  0.        ],
       [75.502972  , -0.11111111],
       [76.122972  ,  0.        ],
       [76.722972  ,  0.91666667],
       [77.252972  ,  1.14779874],
       [77.762972  ,  0.81154684],
       [78.292972  ,  0.59224319],
       [78.832972  ,  0.72016461]])]",1663.447028,4,2,go,13,normal,2
9,JUV011,211215,10,79.24701699999991,,,,82.49733700000002,[],"[array([[76.722972  ,  0.91666667],
       [77.252972  ,  1.14779874],
       [77.762972  ,  0.81154684],
       [78.292972  ,  0.59224319],
       [78.832972  ,  0.72016461],
       [79.362972  ,  0.94339623],
       [79.902972  ,  0.71502058],
       [80.412972  ,  1.2037037 ],
       [80.932972  ,  1.16452991],
       [81.452972  ,  1.31944444],
       [81.962972  ,  1.32897603],
       [82.502972  ,  1.20884774],
       [83.032972  ,  1.0115304 ],
       [83.162972  ,  0.96153846],
       [83.772972  ,  1.23861566],
       [84.362972  ,  1.01694915],
       [84.892972  ,  1.4884696 ],
       [85.402972  ,  1.416122  ],
       [85.922972  ,  1.0042735 ],
       [86.432972  ,  1.1328976 ]])]",1663.447028,8,0,nogo,0,normal,
10,JUV011,211215,11,86.76498700000002,86.92599100000007,88.192814,86.92815500000006,86.92815500000006,"[86.92599100000007, 87.01898600000004, 87.11615499999994, 87.20565199999987, 87.30765099999985, 87.38865099999998, 87.49731700000007, 87.61265000000003, 87.71364999999992, 87.81531599999994, 87.931149, 88.04031499999996, 88.142157]","[array([[ 8.37729720e+01,  1.23861566e+00],
       [ 8.43629720e+01,  1.01694915e+00],
       [ 8.48929720e+01,  1.48846960e+00],
       [ 8.54029720e+01,  1.41612200e+00],
       [ 8.59229720e+01,  1.00427350e+00],
       [ 8.64329720e+01,  1.13289760e+00],
       [ 8.69429720e+01,  5.82788671e-01],
       [ 8.74529720e+01,  0.00000000e+00],
       [ 8.75829720e+01, -4.27350427e-02],
       [ 8.81829720e+01, -4.16666667e-02],
       [ 8.87829720e+01,  8.00925926e-01],
       [ 8.92929720e+01,  1.73202614e+00],
       [ 8.98029720e+01,  1.48692810e+00],
       [ 9.03129720e+01,  9.47712418e-01],
       [ 9.08229720e+01,  1.08932462e-01]])]",1663.447028,2,2,go,13,normal,2
11,JUV011,211215,12,91.30413499999986,91.48130100000003,91.73847499999988,,91.48130100000003,"[91.48130100000003, 91.58146699999998, 91.69579999999996]","[array([[ 88.782972  ,   0.80092593],
       [ 89.292972  ,   1.73202614],
       [ 89.802972  ,   1.4869281 ],
       [ 90.312972  ,   0.94771242],
       [ 90.822972  ,   0.10893246],
       [ 91.342972  ,   0.75854701],
       [ 91.862972  ,   0.28846154],
       [ 92.412972  ,   0.64646465],
       [ 92.942972  ,   1.38888889],
       [ 93.472972  ,   1.43081761],
       [ 94.012972  ,   1.68209877],
       [ 94.522972  ,   1.04030501],
       [ 95.042972  ,   0.91880342],
       [ 95.562972  ,   1.89636752],
       [ 96.072972  ,   2.17864924],
       [ 96.582972  ,   1.73747277],
       [ 97.112972  ,   0.94339623],
       [ 97.642972  ,   1.03249476],
       [ 98.152972  ,   1.50326797],
       [ 98.662972  ,   1.20915033],
       [ 99.182972  ,   1.28739316],
       [ 99.702972  ,   1.2767094 ],
       [100.212972  ,   1.0620915 ],
       [100.732972  ,   1.31410256],
       [101.242972  ,   1.09477124],
       [101.752972  ,   1.30718954],
       [101.862972  ,   0.70707071],
       [102.482972  ,   1.27240143],
       [103.072972  ,   1.73258004],
       [103.592972  ,   1.23397436],
       [104.112972  ,   1.25      ],
       [104.632972  ,   1.06303419],
       [105.132972  ,   1.46666667]])]",1663.447028,5,-1,nogo,3,normal,
12,JUV011,211215,13,105.525754,105.7154109999999,106.92791299999999,105.71757699999989,105.71757699999989,"[105.7154109999999, 105.80791299999987, 105.91207699999995, 105.979243, 106.06457699999987, 106.14307600000006, 106.25540899999987, 106.35740799999985, 106.45957499999986, 106.58191299999999, 106.6757399999999, 106.79873999999995, 106.89957299999992]","[array([[ 1.03072972e+02,  1.73258004e+00],
       [ 1.03592972e+02,  1.23397436e+00],
       [ 1.04112972e+02,  1.25000000e+00],
       [ 1.04632972e+02,  1.06303419e+00],
       [ 1.05132972e+02,  1.46666667e+00],
       [ 1.05652972e+02,  1.48504274e+00],
       [ 1.06162972e+02,  3.37690632e-01],
       [ 1.06302972e+02, -5.95238095e-02],
       [ 1.06902972e+02,  1.85185185e-02],
       [ 1.07502972e+02,  7.40740741e-02],
       [ 1.08012972e+02,  6.31808279e-01],
       [ 1.08522972e+02,  7.18954248e-01],
       [ 1.09052972e+02,  1.11635220e+00],
       [ 1.09562972e+02,  3.59477124e-01],
       [ 1.10082972e+02,  8.86752137e-01]])]",1663.447028,1,2,go,13,normal,2
13,JUV011,211215,14,110.21439299999997,,,,113.46455300000002,[],"[array([[1.07502972e+02, 7.40740741e-02],
       [1.08012972e+02, 6.31808279e-01],
       [1.08522972e+02, 7.18954248e-01],
       [1.09052972e+02, 1.11635220e+00],
       [1.09562972e+02, 3.59477124e-01],
       [1.10082972e+02, 8.86752137e-01],
       [1.10592972e+02, 8.82352941e-01],
       [1.11122972e+02, 1.34171908e+00],
       [1.11652972e+02, 1.28930818e+00],
       [1.12192972e+02, 5.34979424e-01],
       [1.12722972e+02, 1.05870021e+00],
       [1.13262972e+02, 9.20781893e-01],
       [1.13782972e+02, 1.13247863e+00],
       [1.13912972e+02, 1.26068376e+00],
       [1.14532972e+02, 1.29032258e+00],
       [1.15132972e+02, 1.14351852e+00],
       [1.15662972e+02, 9.01467505e-01],
       [1.16192972e+02, 1.00104822e+00],
       [1.16702972e+02, 1.21459695e+00],
       [1.17222972e+02, 1.12713675e+00],
       [1.17742972e+02, 1.04166667e+00]])]",1663.447028,8,0,nogo,0,normal,
14,JUV011,211215,15,117.84336199999984,118.03019500000005,119.28085599999986,118.03252799999996,118.03252799999996,"[118.03019500000005, 118.13052799999991, 118.23952699999995, 118.29969400000004, 118.40485999999987, 118.50085999999988, 118.60202600000002, 118.71752500000002, 118.81869200000006, 118.92035799999985, 119.03569100000004, 119.14419099999986, 119.25252299999988]","[array([[1.15132972e+02, 1.14351852e+00],
       [1.15662972e+02, 9.01467505e-01],
       [1.16192972e+02, 1.00104822e+00],
       [1.16702972e+02, 1.21459695e+00],
       [1.17222972e+02, 1.12713675e+00],
       [1.17742972e+02, 1.04166667e+00],
       [1.18252972e+02, 7.73420479e-01],
       [1.18802972e+02, 8.58585859e-02],
       [1.18912972e+02, 2.52525253e-02],
       [1.19532972e+02, 6.72043011e-02],
       [1.20132972e+02, 4.02777778e-01],
       [1.20642972e+02, 1.56318083e+00],
       [1.21152972e+02, 1.74291939e+00],
       [1.21662972e+02, 5.93681917e-01],
       [1.22172972e+02, 4.35729847e-01],
       [1.22692972e+02, 8.01282051e-01]])]",1663.447028,3,2,go,13,normal,2
15,JUV011,211215,16,122.97034199999985,123.12551299999996,124.42350299999998,123.12784099999999,123.12784099999999,"[123.12551299999996, 123.22067399999992, 123.32250699999986, 123.42400699999985, 123.53233999999998, 123.62100599999985, 123.72933899999998, 123.83867199999986, 123.95500500000003, 124.07000399999993, 124.17950399999995, 124.30116999999996, 124.39517000000001]","[array([[1.20132972e+02, 4.02777778e-01],
       [1.20642972e+02, 1.56318083e+00],
       [1.21152972e+02, 1.74291939e+00],
       [1.21662972e+02, 5.93681917e-01],
       [1.22172972e+02, 4.35729847e-01],
       [1.22692972e+02, 8.01282051e-01],
       [1.23202972e+02, 7.18954248e-01],
       [1.23722972e+02, 1.92307692e-01],
       [1.23852972e+02, 2.35042735e-01],
       [1.24452972e+02, 1.38888889e-02],
       [1.25062972e+02, 1.28870674e+00],
       [1.25572972e+02, 8.00653595e-01],
       [1.26092972e+02, 7.10470085e-01],
       [1.26602972e+02, 6.97167756e-01],
       [1.27122972e+02, 3.20512821e-01]])]",1663.447028,4,2,go,13,normal,2
16,JUV011,211215,17,127.23915799999986,127.39015700000004,127.55349000000001,,127.39015700000004,"[127.39015700000004, 127.50399399999992]","[array([[1.24452972e+02, 1.38888889e-02],
       [1.25062972e+02, 1.28870674e+00],
       [1.25572972e+02, 8.00653595e-01],
       [1.26092972e+02, 7.10470085e-01],
       [1.26602972e+02, 6.97167756e-01],
       [1.27122972e+02, 3.20512821e-01],
       [1.27632972e+02, 3.32244009e-01],
       [1.28172972e+02, 7.56172840e-01],
       [1.28682972e+02, 1.50871460e+00],
       [1.29192972e+02, 1.26361656e+00],
       [1.29702972e+02, 9.69498911e-01],
       [1.30222972e+02, 1.38888889e+00],
       [1.30742972e+02, 9.08119658e-01],
       [1.31242972e+02, 4.27777778e-01],
       [1.31762972e+02, 1.00427350e+00],
       [1.32282972e+02, 1.20726496e+00],
       [1.32802972e+02, 1.12179487e+00],
       [1.33342972e+02, 1.10082305e+00],
       [1.33862972e+02, 1.11111111e+00],
       [1.34372972e+02, 1.26361656e+00],
       [1.34912972e+02, 1.19341564e+00],
       [1.35452972e+02, 1.35802469e+00],
       [1.35972972e+02, 1.16987179e+00],
       [1.36482972e+02, 1.31808279e+00],
       [1.37012972e+02, 1.26310273e+00],
       [1.37532972e+02, 8.76068376e-01],
       [1.37642972e+02, 5.55555556e-01],
       [1.38242972e+02, 1.18518519e+00],
       [1.38842972e+02, 1.21759259e+00],
       [1.39352972e+02, 1.60130719e+00],
       [1.39862972e+02, 1.33986928e+00],
       [1.40372972e+02, 1.25816993e+00]])]",1663.447028,5,-1,nogo,2,normal,
17,JUV011,211215,18,140.809937,140.99743599999988,142.10359900000003,140.99960299999998,140.99960299999998,"[140.99743599999988, 141.098436, 141.167602, 141.26560199999994, 141.35860200000002, 141.45076799999993, 141.55360099999984, 141.66276700000003, 141.7720999999999, 141.8741, 141.97559899999987, 142.09693199999992]","[array([[1.38242972e+02, 1.18518519e+00],
       [1.38842972e+02, 1.21759259e+00],
       [1.39352972e+02, 1.60130719e+00],
       [1.39862972e+02, 1.33986928e+00],
       [1.40372972e+02, 1.25816993e+00],
       [1.40892972e+02, 1.41025641e+00],
       [1.41402972e+02, 2.01525054e-01],
       [1.41532972e+02, 4.27350427e-02],
       [1.42132972e+02, 2.31481481e-02],
       [1.42732972e+02, 7.91666667e-01],
       [1.43252972e+02, 1.94978632e+00],
       [1.43772972e+02, 1.96581197e+00],
       [1.44282972e+02, 5.93681917e-01]])]",1663.447028,2,2,go,12,normal,2
18,JUV011,211215,19,144.70392100000004,,,,147.95424200000002,[],"[array([[1.42132972e+02, 2.31481481e-02],
       [1.42732972e+02, 7.91666667e-01],
       [1.43252972e+02, 1.94978632e+00],
       [1.43772972e+02, 1.96581197e+00],
       [1.44282972e+02, 5.93681917e-01],
       [1.44792972e+02, 1.96078431e-01],
       [1.45302972e+02, 3.26797386e-01],
       [1.45812972e+02, 8.38779956e-01],
       [1.46332972e+02, 1.16987179e+00],
       [1.46842972e+02, 1.40522876e+00],
       [1.47362972e+02, 1.27136752e+00],
       [1.47892972e+02, 9.69601677e-01],
       [1.48402972e+02, 5.99128540e-01],
       [1.48522972e+02, 6.94444444e-01],
       [1.49122972e+02, 1.22222222e+00],
       [1.49732972e+02, 9.28961749e-01],
       [1.50242972e+02, 9.58605664e-01],
       [1.50752972e+02, 1.10021786e+00],
       [1.51262972e+02, 1.17102397e+00],
       [1.51782972e+02, 1.12179487e+00],
       [1.52292972e+02, 1.51416122e+00]])]",1663.447028,8,0,nogo,0,normal,
19,JUV011,211215,20,152.47655699999996,152.67639599999984,152.79705599999988,,152.67639599999984,"[152.67639599999984, 152.77572299999997]","[array([[149.732972  ,   0.92896175],
       [150.242972  ,   0.95860566],
       [150.752972  ,   1.10021786],
       [151.262972  ,   1.17102397],
       [151.782972  ,   1.12179487],
       [152.292972  ,   1.51416122],
       [152.812972  ,   0.93482906],
       [153.352972  ,   1.04938272],
       [153.872972  ,   1.86431624],
       [154.402972  ,   1.278826  ],
       [154.912972  ,   1.23093682],
       [155.442972  ,   1.17400419],
       [155.972972  ,   1.07966457],
       [156.482972  ,   1.13834423],
       [156.992972  ,   1.06753813],
       [157.512972  ,   1.34615385],
       [158.032972  ,   0.76388889],
       [158.552972  ,   0.87606838],
       [159.072972  ,   1.23931624],
       [159.582972  ,   1.17102397],
       [160.092972  ,   1.1546841 ],
       [160.612972  ,   1.21260684],
       [161.112972  ,   1.27222222],
       [161.632972  ,   1.14316239],
       [162.152972  ,   1.08974359],
       [162.672972  ,   1.23931624],
       [163.192972  ,   0.9775641 ],
       [163.302972  ,   1.08585859],
       [163.902972  ,   1.19444444],
       [164.492972  ,   1.09227872],
       [165.002972  ,   1.20915033],
       [165.512972  ,   1.19825708],
       [166.042972  ,   1.23165618],
       [166.562972  ,   1.25      ]])]",1663.447028,5,-1,nogo,2,normal,
20,JUV011,211215,21,166.57633399999986,166.77150000000006,170.45665199999985,166.7736749999999,166.7736749999999,"[166.77150000000006, 166.87233300000003, 166.98283300000003, 167.070332, 167.17233199999987, 167.25383499999998, 167.34883100000002, 167.45783299999994, 167.55282999999986, 167.6618329999999, 167.76316299999985, 167.870995, 167.97249499999998, 168.07332799999995, 170.14199099999996, 170.35615299999995, 170.4356519999999]","[array([[ 1.63902972e+02,  1.19444444e+00],
       [ 1.64492972e+02,  1.09227872e+00],
       [ 1.65002972e+02,  1.20915033e+00],
       [ 1.65512972e+02,  1.19825708e+00],
       [ 1.66042972e+02,  1.23165618e+00],
       [ 1.66562972e+02,  1.25000000e+00],
       [ 1.67072972e+02,  7.18954248e-01],
       [ 1.67622972e+02,  7.57575758e-02],
       [ 1.67722972e+02, -5.55555556e-02],
       [ 1.68472972e+02,  3.07407407e-01],
       [ 1.69082972e+02,  1.31602914e+00],
       [ 1.69592972e+02,  1.34531590e+00],
       [ 1.70102972e+02,  6.59041394e-01],
       [ 1.70622972e+02,  2.13675214e-01],
       [ 1.71132972e+02,  7.51633987e-01],
       [ 1.71642972e+02,  1.04030501e+00],
       [ 1.72162972e+02,  9.24145299e-01]])]",1663.447028,4,2,go,17,normal,2
21,JUV011,211215,22,172.45780999999988,172.60681,173.76813900000002,172.60897699999987,172.60897699999987,"[172.60681, 172.69997599999988, 172.80130899999995, 172.8758089999999, 172.985142, 173.073308, 173.1683129999999, 173.28380700000002, 173.38513999999986, 173.50097299999993, 173.60980599999994, 173.7251389999999]","[array([[ 1.69592972e+02,  1.34531590e+00],
       [ 1.70102972e+02,  6.59041394e-01],
       [ 1.70622972e+02,  2.13675214e-01],
       [ 1.71132972e+02,  7.51633987e-01],
       [ 1.71642972e+02,  1.04030501e+00],
       [ 1.72162972e+02,  9.24145299e-01],
       [ 1.72672972e+02,  3.54030501e-01],
       [ 1.73192972e+02,  1.17521368e-01],
       [ 1.73332972e+02, -3.96825397e-02],
       [ 1.73922972e+02,  4.70809793e-03],
       [ 1.74532972e+02,  8.51548270e-01],
       [ 1.75052972e+02,  2.00320513e+00],
       [ 1.75562972e+02,  1.52505447e+00],
       [ 1.76082972e+02,  3.31196581e-01],
       [ 1.76602972e+02, -2.02991453e-01]])]",1663.447028,4,2,go,12,normal,2
22,JUV011,211215,23,176.85595999999987,,,,180.10627999999997,[],"[array([[ 1.73922972e+02,  4.70809793e-03],
       [ 1.74532972e+02,  8.51548270e-01],
       [ 1.75052972e+02,  2.00320513e+00],
       [ 1.75562972e+02,  1.52505447e+00],
       [ 1.76082972e+02,  3.31196581e-01],
       [ 1.76602972e+02, -2.02991453e-01],
       [ 1.77112972e+02,  4.46623094e-01],
       [ 1.77622972e+02,  9.25925926e-01],
       [ 1.78142972e+02,  1.13782051e+00],
       [ 1.78652972e+02,  1.09477124e+00],
       [ 1.79162972e+02,  1.01851852e+00],
       [ 1.79682972e+02,  1.38888889e-01],
       [ 1.80192972e+02,  7.84313725e-01],
       [ 1.80712972e+02,  1.47970085e+00],
       [ 1.80852972e+02,  1.44841270e+00],
       [ 1.81452972e+02,  1.29166667e+00],
       [ 1.82052972e+02,  1.19444444e+00],
       [ 1.82592972e+02,  1.20884774e+00],
       [ 1.83122972e+02,  1.09014675e+00],
       [ 1.83642972e+02,  1.10042735e+00],
       [ 1.84152972e+02,  8.66013072e-01]])]",1663.447028,8,0,nogo,0,normal,
23,JUV011,211215,24,184.1765969999999,184.3662629999999,184.74409500000002,,184.3662629999999,"[184.3662629999999, 184.46659599999998, 184.58092899999997, 184.71592799999985]","[array([[181.452972  ,   1.29166667],
       [182.052972  ,   1.19444444],
       [182.592972  ,   1.20884774],
       [183.122972  ,   1.09014675],
       [183.642972  ,   1.10042735],
       [184.152972  ,   0.86601307],
       [184.692972  ,   0.54012346],
       [185.252972  ,   0.69444444],
       [185.762972  ,   1.80283224],
       [186.292972  ,   1.54612159],
       [186.802972  ,   1.23093682],
       [187.332972  ,   1.35220126],
       [187.842972  ,   1.44335512],
       [188.352972  ,   1.30718954],
       [188.872972  ,   1.25534188],
       [189.382972  ,   1.416122  ],
       [189.892972  ,   1.24727669],
       [190.412972  ,   1.45833333],
       [190.922972  ,   1.11111111],
       [191.432972  ,   1.16013072],
       [191.962972  ,   1.04821803],
       [192.482972  ,   1.23931624],
       [192.992972  ,   1.18191721],
       [193.512972  ,   1.43162393],
       [194.032972  ,   1.13247863],
       [194.562972  ,   1.24213836],
       [194.662972  ,   1.38888889],
       [195.262972  ,   1.43055556],
       [195.872972  ,   1.36612022],
       [196.412972  ,   1.62037037],
       [196.932972  ,   1.07905983],
       [197.432972  ,   1.05      ],
       [197.952972  ,   0.98824786]])]",1663.447028,5,-1,nogo,4,normal,
